Gene names, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
Pka-R1,-0.564030106,-0.902874678,-0.005434757,-0.199354761,-0.692478213,-0.461302925,-0.872261081,-0.777887901,-0.303311723,-0.542563302,-0.497689768,-0.603862437
t,1.790730341,1.545128199,0.732052073,0.681224354,0.516822023,0.458696969,1.637100124,1.523762665,0.668209914,0.503857533,0.709378871,0.781149852
Mpcp,0.513086431,0.463622457,-0.336464097,-0.375272085,-0.973780676,-0.90803619,0.449746239,0.4473147,-0.721182597,-0.496549491,-0.782148903,-0.825158985
Rpn1,-2.213035693,-2.487783229,-1.431325759,-1.095820369,-1.111414543,-0.926645891,-2.687427757,-2.697686799,-1.375159811,-1.120482424,-0.921062317,-0.931508033
Dhod,1.055820363,0.810566494,1.037241636,0.935157976,0.52115127,0.64791311,0.69884077,0.907659828,0.937118365,0.878136767,0.711054322,0.850239355
,1.018278085,0.538836108,0.299127408,0.211635253,0.178364082,0.031959741,0.932968242,0.839878988,0.510860674,0.497944422,0.367706537,0.299830762
,0.350270924,-0.104045986,-0.399007177,-0.33535333,-0.885819571,-1.015345033,0.167100969,0.036327492,-0.505021247,-0.436236602,-0.697008384,-0.693621089
skap,0.448372395,0.263274835,-0.445676383,-0.44803617,-0.675811531,-0.727618422,0.472903624,0.38272258,-0.364459185,-0.270016606,-0.487075326,-0.569821796
stv,-0.100669665,-0.469489722,#VALUE!,#VALUE!,0.148218272,0.040962548,0.004753055,-0.105457709,#VALUE!,-0.118773933,0.336854639,0.415974946
CG1458,-0.099556284,-0.245334797,-0.536419391,-0.424668304,-0.741879115,-0.777838428,0.031112841,0.041663532,-0.380164456,-0.396232434,-0.553553188,-0.586405918
norpA,-1.94608237,-2.060517635,-2.238680681,-2.403312879,-2.626557803,-2.678718377,-2.235076407,-2.086629925,-2.156755777,-2.584760538,-2.438307279,-2.563710211
,-1.294384752,-1.510991495,-0.787343511,-0.683784732,-1.190832543,-0.853918321,-1.619004641,-1.322793972,-0.872181856,-1.490172434,-1.002714819,-1.101381442
ND42,-0.176837618,-0.320125852,-0.650249753,-0.59254935,-0.649525384,-0.654808035,-0.025573479,0.059493725,-0.319027589,-0.290356455,-0.461998291,-0.386449488
CG11073-RA,1.244521774,#VALUE!,1.449746239,1.499271883,0.953600494,0.750263476,0.617580599,1.093898163,1.138617903,1.356481902,1.14110576,1.173063454
alphaTub84D;alphaTub84B,-1.793506804,-1.927907923,-1.149760645,-1.193898706,-1.402435455,-1.636750411,-1.595358417,-1.766013801,-1.180135656,-1.118476329,-1.215747307,-1.34362262
CHKov2,#VALUE!,-0.226526852,-0.321747769,-1.135015579,-0.444890644,#VALUE!,-0.493296513,-0.275576736,#VALUE!,#VALUE!,-0.258321614,-0.169014588
Hsc70-1,-0.728167988,-1.539267919,-0.871838599,-0.860582896,-0.587012584,-0.583830429,-0.923796663,-1.104387155,-0.183277429,-0.488491479,-0.400777437,-0.658059782
CG10688,#VALUE!,#VALUE!,-0.417713775,-0.435163364,-0.473971264,-0.068801074,0.139469495,0.685357124,-0.621443987,-0.744487181,-0.288452232,-0.427517738
14-3-3epsilon,0.180911663,-0.006564749,0.395282204,0.380396992,0.279292991,0.094371211,-0.022302442,0.073134705,0.315798063,0.217851097,0.464040872,0.450168697
Cortactin,0.246833688,0.003026483,0.928351371,0.916935177,0.524966332,0.657822903,0.034215715,0.260146127,0.779217689,0.711583007,0.709467101,0.696171913
,#VALUE!,-0.621865746,-0.426295863,#VALUE!,-0.356734859,-0.072558607,-0.235483986,-0.175615016,-0.49396684,-0.360693736,-0.172359799,-0.273569829
PpD3,-1.678118072,-1.858096415,-2.208094266,-1.337703338,-2.056191169,-2.359860359,-1.902820728,-2.444419406,-1.666164127,-1.288311279,-1.872551608,-1.507213622
c11.1,#VALUE!,-2.317175039,-1.700169238,#VALUE!,-1.959149641,-2.021570043,#VALUE!,-3.868805648,-1.728574324,-1.582295981,-1.775663312,-0.980312317
papi,-1.555587362,#VALUE!,#VALUE!,#VALUE!,-1.562857504,#VALUE!,-1.85251094,#VALUE!,#VALUE!,-0.301532573,-1.379920381,-1.782347396
,-0.884940115,-0.504877936,-1.877526059,-1.599811857,-1.942528932,-1.98210659,-1.16058858,-1.251916665,-1.382776757,-1.437056703,-1.75960018,-1.617365945
Rbcn-3B,-2.19060202,0.761370386,-2.089635733,-2.241406863,-1.814463251,-2.148352888,0.115565996,-1.748117335,-2.516470533,-2.240588467,-1.632136936,-0.090895125
Rpt5,-1.713213458,-1.723610535,-0.603621273,-0.520003792,-0.524873601,-0.2012278,-2.051458955,-1.867015247,-0.418716249,-0.432357208,-0.344281819,-0.405929243
hts,-0.1409528,-0.325702068,0.080794082,0.02219024,-0.239157391,-0.330828065,-0.333625148,-0.398170391,-0.109280943,0.056722242,-0.059074037,-0.092370934
CG9362,#VALUE!,-1.400034805,-1.10755457,-1.711700505,-1.116911007,-1.516676919,-1.344868027,-0.926920152,-1.537968628,-1.622420881,-0.937629569,-1.173254252
Vha100-1,-1.023797691,-1.299808891,-1.566784136,-1.409929793,-2.01514091,-2.00023085,-1.619846858,-1.379695118,-1.48681248,-1.640658756,-1.835883102,-1.74555108
Gdh,-0.417675232,-0.552092895,-0.995592094,-0.947611931,-1.34963982,-1.446108722,-0.611380612,-0.474652716,-1.026734058,-1.032742841,-1.170523844,-1.184621316
Synd,-0.642391696,-0.923167304,-0.577766999,-0.591440296,-0.772899717,-0.747826587,-1.003669107,-0.802134609,-0.766848197,-0.67821041,-0.594072971,-0.628162383
,0.269751322,-0.077117129,0.716244669,0.899871669,0.053528441,0.251204023,0.021621858,0.133432007,0.849118567,0.877116001,0.232169543,0.049770152
nwk,-1.350596075,-1.803644757,-1.84181811,-1.625355539,-2.300945934,-2.339929353,-1.194558948,-1.436002373,-1.797112167,-1.931700658,-2.122428491,-2.076128226
Gs2,-0.953243545,-1.142831122,-1.313477062,-1.448705479,-1.565886898,-1.809903529,-0.999048135,-1.070936213,-1.659039015,-1.329377172,-1.387826817,-1.678626006
RpL38,-0.593071553,-1.023915031,0.082702589,0.157690514,0.373063499,1.047468591,-0.674475425,-0.852406745,0.132642643,0.690372395,0.550408193,0.595217194
Esyt2,-0.957663844,-0.879488801,-0.791108225,-0.429478779,-1.150913469,-0.936966528,-1.025705649,-0.789311904,-0.806392244,-0.887820332,-0.97417741,-0.538492395
cpx,1.294076649,0.531069493,0.356481902,0.428464026,0.025312343,0.108758614,0.809990584,0.76994096,0.246225649,0.168256923,0.201759307,0.117960953
fh,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.760601958,-0.232175732,0.113433803,#VALUE!,#VALUE!,0.284632576,-0.584262963,0.083792032
Rab6,0.55924706,0.311270591,1.00353028,0.880724702,1.187894405,1.532965216,0.636172167,0.49610438,1.233397264,0.968570034,1.363956004,1.262854058
,-0.909065293,-0.493012226,-0.402702441,-0.593572175,-0.749984369,-0.562537869,-0.240980557,-0.561515512,-0.68499032,-0.497241695,-0.574239941,-0.369277692
,1.057068969,0.665483733,-0.034987821,-0.100576851,-0.084823322,0.398897571,0.797179034,0.727354154,0.030547964,-0.162702584,0.09085343,-0.046757114
Dsp1,0.545968369,-0.02488345,0.358171175,0.70593368,0.341530387,0.431462503,0.493852248,0.319271091,0.714926858,0.39835037,0.516418642,0.723514876
boss,0.113567157,-0.257338364,-0.070602863,-0.154056387,-0.131186827,-0.130855058,0.190298792,-0.174214373,-0.238714727,-0.057661913,0.043624477,0.069564695
Gk,0.604261139,#VALUE!,-1.498219489,-0.856763334,-1.296686634,-1.108269753,0.772307975,0.687777377,-1.572694196,-0.973469033,-1.122428491,-1.480840584
CG8635,-1.025676277,-1.216518201,-0.536524017,-0.679434452,-0.548480267,-0.330755486,-0.201343909,-1.445637086,-0.373495447,-0.466137679,-0.374318039,-0.257010762
Mlc2,1.310630957,1.166136966,0.986592967,0.82366785,1.12108173,1.067638717,1.126972856,1.278341659,1.196669988,1.338053531,1.29495887,1.254170726
kdn,0.319964694,0.247076832,-0.444262361,-0.360193652,-0.460985155,-0.509060258,0.3658045,0.438079892,-0.173075317,-0.200382145,-0.287289777,-0.363308104
nahoda,-0.555778213,-1.096684019,0.286289758,0.401193551,-0.015417941,0.000432744,-0.330048029,-0.478949263,0.095046725,0.344033092,0.158207748,0.13842131
Caf1,-0.540463462,-0.783737611,-0.143723386,0.100035721,-0.379995477,#VALUE!,-0.799972815,-1.048054187,-0.036688651,-0.10139692,-0.207327859,-0.02365103
Pros26.4,-1.973412378,-2.063710705,-0.342103945,-0.357381596,-0.481162758,-0.05835278,-1.617454475,-1.749086921,-0.233413319,-0.249582151,-0.309359421,-0.223643299
Rac2,-0.630572603,#VALUE!,-0.517482104,-0.340148491,-0.976730452,-0.88326264,-0.821075064,-0.755794882,-0.450301261,-1.018498019,-0.80503045,-0.775515128
,-2.402855026,-1.928676658,-0.478828625,-0.359564163,-0.530843368,-0.535352642,-1.951038463,-1.843422168,-0.529051925,-0.535164474,-0.359156994,-0.302706566
santa-maria,0.082975027,-0.283772894,-0.476317615,-0.589615474,-0.461382379,-0.282298356,0.029417547,-0.107523484,-0.098397424,-0.089037139,-0.290180032,-0.331899034
SdhC,1.319964694,1.009418839,0.848718074,0.86155842,0.613625944,0.748804691,1.72141641,1.55606149,1.097543379,1.135928816,0.784503983,0.824645672
,0.217602977,-0.007304068,-0.565694705,-0.470828725,-0.279861652,-0.427517738,0.220825216,0.328262029,-0.081354256,-0.057061428,-0.109172011,-0.136743424
GstT1,0.145612247,-0.165191718,-0.283597275,-0.188578293,-0.352050062,-0.265015143,-0.172473608,-0.205696434,-0.079157932,-0.123622541,-0.181411176,-0.1556947
,-2.143309052,-1.684688829,-1.460647602,0.384712962,-1.740721486,-1.597758074,-2.128156351,-1.817968824,-1.384207069,-1.52387758,-1.570207308,-1.100205652
,-2.528989472,-1.489402597,-1.206362099,-1.131028832,-1.142257816,-1.127494283,-2.406674916,-2.325900971,-0.850792671,-0.905358546,-0.972109923,-1.136220096
Dmn,0.291485686,0.288181352,0.525868423,0.547647242,0.435201856,0.673194574,0.229341813,0.295605489,0.673827752,0.434561512,0.60530468,0.551688269
CG5028-RC,0.300416628,0.260507478,-0.301497012,-0.368700111,-0.368141382,-0.547362397,0.443924858,0.509037042,-0.183031731,-0.146483335,-0.198725436,-0.181983892
Rab2,0.890874671,0.260989139,0.618802465,0.782911743,0.317882883,0.309176187,0.779553903,0.461109415,0.560714954,0.640805996,0.486559928,0.382501257
Drp1,-1.777195439,-1.193040843,-2.015957574,-2.122554134,-2.137457358,-1.242771888,-2.18304811,-2.072058048,-1.136727563,-2.119479028,-1.968887159,-2.060276935
Cam,1.226385217,0.932212389,1.085492642,0.967168608,0.822689364,0.632268215,0.874600266,1.149714608,1.083111227,1.11363383,0.99110003,1.297367523
,-0.359693742,-0.403179324,-0.88806061,-0.954836648,-1.102434279,-1.13049178,-0.281719485,-0.177392206,-0.804854015,-0.752898856,-0.934317405,-0.937601936
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.19482313,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.026734058,#VALUE!
,1.703942322,1.665574688,0.89227444,0.86409698,0.782324685,0.692784257,1.739243253,1.960882345,0.93681694,1.088345161,0.950393758,1.004393523
Cbp53E,0.467070757,0.397474417,0.371168515,0.298423712,-0.08191913,-0.14039614,0.441589712,0.324234562,0.119024103,0.045442971,0.086104371,0.149259365
Nop56,3.704207995,0.3934162,-0.202671532,0.791939065,-0.47840647,-0.869121832,-0.942750766,-0.737326313,-0.668569936,-0.303080309,-0.310843998,-0.352105305
,1.305328532,0.841087511,0.73534887,0.827493874,0.671746267,0.768163147,1.345850517,1.010923027,0.647821033,0.830660974,0.838669451,0.696706079
Rac1,#VALUE!,-0.019404317,-0.557985434,-0.294543995,-0.531677356,-0.677425722,-0.66678238,-0.769993787,-0.315863507,-0.151073656,-0.364849276,-0.294827137
ninaA,#VALUE!,-0.739468435,-1.025970027,-0.831024284,-2.050323139,-1.530655787,#VALUE!,-0.101737463,-0.978406567,-0.426276477,-1.88379496,0.640158155
Df31,-0.868199823,-1.414729757,1.228726355,1.106214296,1.235359447,0.793771059,-1.320630253,-1.488187901,1.00122577,0.823341762,1.401794276,1.656450606
,0.352193538,0.28273632,-0.096329243,0.154842407,0.01592569,0.09396575,0.644963754,0.48707468,0.448055168,0.087055435,0.181802255,0.022758398
,0.914487986,0.653702091,-0.240469157,-0.134192014,-0.241816235,-0.358768439,0.743902679,0.681764083,0.028003278,-0.190305688,-0.076128226,-0.25404849
TFAM,1.094641454,0.658462861,0.893828147,0.97929371,0.804384035,0.856627212,1.09173368,1.307311939,0.879627357,0.87428549,0.969970101,1.164464499
La,0.795933147,0.292899515,1.33330923,1.24902051,0.784671485,1.038997979,0.61117238,0.561497221,1.322043506,1.03231247,0.950169766,0.920217066
Wbp2,1.301060806,0.770025564,1.09173368,1.028852006,0.839234028,1.147046143,1.385817545,1.149389449,1.170566057,1.184153319,1.004249685,0.836812856
Ote,0.931002202,0.584577731,1.618802465,1.532965216,1.515056395,1.853356969,0.615887074,0.685715936,1.623398682,1.40599236,1.679423798,1.748590039
Syx13,#VALUE!,-0.217775978,0.133563526,0.711935357,0.037030731,-0.400358469,-0.232633346,-0.174686531,0.403485883,#VALUE!,0.201257457,-0.564584759
Vha13,1.510810049,1.132247798,1.244704428,1.172295485,0.862590248,0.820158535,1.461371395,1.553409657,1.09821741,1.015497569,1.026516803,1.131194352
Adk1,0.612210935,0.332507446,0.086647913,0.039840265,-0.051758002,-0.21720565,0.552672171,0.48398341,0.044883678,0.179001399,0.11209958,0.088141597
,0.10795563,-0.322505288,-0.24869054,-0.378306775,-0.892687079,-0.841947403,-0.460429226,-0.198328109,-0.355589922,-0.438600539,-0.729148169,-0.471728753
,0.368041931,0.296662968,-0.069769823,0.009060468,-0.332389404,-0.224637558,0.57104572,0.184851546,0.08719125,0.027154052,-0.169047028,-0.218128352
Karybeta3,-2.668317711,-2.652810597,-2.22088319,-2.539016352,-2.851104932,-2.639624485,-2.871231499,-3.089144561,-2.529156017,-2.636929873,-2.688729409,-3.144329166
Rala,-0.515067896,-0.608100332,-0.527844997,-0.291185929,-0.946471559,-0.655080627,-0.86933266,-0.466177538,-0.266767155,-0.463588958,-0.78443322,-0.76952643
,0.139731422,-0.180904104,-0.794207142,-0.752850233,-1.070572562,-1.198891021,-0.127982923,-0.065913824,-0.847518011,-0.684874355,-0.909173663,-1.03785821
dlg1,-0.192348325,-0.765866604,-0.356365425,-0.325937139,-0.537528811,-0.743883043,-0.416519427,-0.373514137,-0.26569141,-0.229010311,-0.376320392,-0.481384294
DNaseII,-0.868357839,-0.76662728,-0.29074466,0.165300975,-0.039503117,0.239275826,-0.701975202,-0.792307016,-0.51121766,0.177854025,0.1212807,0.738811063
,1.006405751,1.047538389,0.670296504,0.536948088,0.315218411,0.38758312,0.975776906,0.906120953,0.496206666,0.398788148,0.475707495,0.553655402
Trx-2,-0.324364699,-0.497384248,0.033229161,-0.087963363,0.018918982,0.185866545,-0.490557507,0.084064265,0.097341109,-0.038806396,0.179128829,0.081612323
koi,0.442439294,0.241230036,0.891652488,1.144111648,0.906428859,1.105812151,0.516216908,0.346304516,1.095384363,1.004537347,1.065089724,1.025737561
,-0.857625775,-0.489645659,-1.472128946,-1.061330293,-1.537675401,-1.35140571,-0.691895461,-0.71442023,-1.5262027,-1.501728705,-1.379244699,-1.237591649
Sod2,0.352645545,0.105275783,-0.281754561,-0.257200417,-0.580482682,-0.752145382,0.306728867,0.303926836,-0.315288964,-0.340477261,-0.42219174,-0.468251752
vib,-0.318595714,-0.495044077,-0.917488148,-0.677541091,-0.971487425,-0.93611055,-0.557624408,-0.548416968,-0.581065279,-0.660064507,-0.813321969,-0.770436686
Cont,-0.508464973,-0.620112924,-0.035667913,0.163627539,-0.276257973,-0.292934683,-0.690288287,-0.739853873,0.191436315,-0.158815851,-0.118272741,-0.149456581
baf,0.517426885,0.039699918,0.548041987,0.581592279,0.268434394,0.207268173,0.164142649,0.114367025,0.726744042,0.80727248,0.426211072,0.16079114
,0.997689839,0.736994448,0.678702946,0.912343284,0.46894818,0.279055216,1.218595202,1.319328904,1.005471851,0.63747114,0.626672753,0.555816155
Spn88Ea,-0.841585411,-1.596012473,-0.259478221,-0.382118538,-0.903846117,-0.709292511,-0.907386607,-1.076097809,-0.384489535,-0.02816035,-0.747947725,-0.722134243
Ace,0.336968862,-0.00500038,-0.101288582,0.092613393,-0.407114852,-0.561856217,0.210388864,0.106616329,-0.112568313,-0.145956463,-0.251521592,-0.326678768
CG6045-RA,-1.581173194,-1.318397815,-1.414422081,-1.296544873,-1.839957568,-1.137108279,-1.448784242,-1.494637478,-1.510909262,-1.654263005,-1.684827971,-1.77102743
Tsf2,-0.708302151,-0.648688284,-0.289615625,-0.187690724,-0.262503592,-0.56840913,-0.633680584,-0.53866004,-0.268417031,-0.572050625,-0.108347512,-0.439950306
,0.032947164,-0.117474327,-0.905655817,-0.899372139,-1.360045512,-1.632763145,-0.063092626,-0.079737193,-0.892312131,-0.884806911,-1.205995945,-1.252913417
Prosbeta3,0.246468895,#VALUE!,0.010206943,-0.070193856,-0.166858928,#VALUE!,#VALUE!,-1.352768393,#VALUE!,#VALUE!,-0.013246863,-0.063529777
,0.216485907,0.562865168,0.070389328,0.103799743,0.168000125,0.150429698,0.629566451,0.727354154,0.432424977,0.398678716,0.321350901,0.354000719
pUf68,-0.89298175,-1.064012304,-0.804954832,-0.526119595,-0.601321284,-0.661136354,-1.145094724,-1.124911968,-0.51742015,-0.640523809,-0.448508591,-0.361509058
cib,-0.484650866,-0.795608837,1.320484678,1.2131295,1.204015477,1.128425389,-0.757574317,-0.678510551,1.430874008,1.434828356,1.356707253,1.634221512
comt,-0.792931781,-0.864754092,-1.55236791,-1.483581358,-1.956795501,-2.020281922,-0.85170362,-0.880630542,-1.472769485,-1.576303514,-1.804299646,-1.752485612
Flo,0.508225799,0.284040264,0.208766947,0.232783534,-0.337138258,-0.160024293,0.373620373,0.459011864,0.283092058,0.170694234,-0.184768892,-0.108829709
,1.187894405,1.069770897,0.484911487,0.569977093,0.444667067,0.470927257,1.059978188,1.301587647,0.820321948,0.823341762,0.596839754,0.743902679
sun,1.947404335,1.674912553,0.983969487,1.041803688,1.291249913,1.137175601,2.030936341,2.054014911,1.191120426,1.367874244,1.443023091,1.203639694
TotC,#VALUE!,4.802916968,2.28560936,2.029417547,-0.372692003,-0.385902695,4.612352499,3.416974819,2.652968269,2.659696266,-0.221539079,-0.414787454
hoip,-0.488167664,-0.822069455,-0.300590512,0.109427427,0.104202449,0.366140336,-0.55205059,-0.648416897,-0.233582934,0.003890027,0.255319441,-0.375552807
,-0.617653689,-0.665820767,0.195347598,0.37717929,-0.098752709,0.496615738,-0.74942643,-1.202771153,0.206018004,0.161436266,0.052276765,0.495797478
RpS5a;RpS5b,-1.919369622,-2.061902439,-0.739155343,-0.639646962,-0.544077082,-0.235467001,-1.806619335,-2.256011177,-0.874534041,-0.728359191,-0.393614628,-0.68693994
eIF5,-0.806467937,-1.545192408,-0.764297445,-0.563987449,-0.776898771,-0.494617151,-1.453834015,-1.086629925,-0.522799333,-0.397486109,-0.626981061,-0.242993827
cpb,-1.145956463,-1.240861214,-0.539813131,-0.470328952,-0.692967906,-0.465320801,-1.401063166,-1.332171441,-0.470468871,-0.103146927,-0.543130784,-0.648597816
,0.356707253,#VALUE!,0.695904755,0.66120233,0.388685507,0.483673919,0.408711861,0.703632307,0.629193397,0.779049553,0.538438835,0.481815574
Sod,0.866868425,0.513490746,0.153935011,0.149389449,-0.23731952,-0.347215245,0.581303036,0.756937877,0.062121712,0.063640993,-0.088960414,-0.267461609
,-1.639040225,-2.285530264,-1.720802114,-1.264581804,-1.37834428,-1.286444943,-2.000577193,-2.069936393,-1.881507374,-1.670704152,-1.230668329,-1.157592327
Oscp,1.185612862,1.014283871,0.493647334,0.347892388,0.391437798,0.475499987,1.085968454,1.223484334,0.561399461,0.547449829,0.538935409,0.480782124
atl,-1.257666039,-1.380371012,-1.206661748,-0.563731535,-1.012751907,-1.183867274,-1.237489595,-1.200581078,-0.723157963,-0.978150763,-0.865647613,-0.940174054
Spn77Ba,1.33084519,0.784336461,1.285461405,1.170309669,0.629379936,0.670387157,1.154259146,1.036116453,1.131852846,1.195662563,0.776440929,0.901185494
14-3-3zeta,0.131062617,0.031112841,0.388685507,0.365020579,0.161694235,0.170566057,0.109828565,0.193834811,0.272023189,0.390777727,0.308244364,0.307894776
Prosbeta4,0.110363243,0.21263159,1.226631832,1.248231207,1.152962167,1.406482248,0.136585153,0.038997979,1.304978236,1.174917695,1.298716961,1.242998754
ttm50,0.138159145,0.084744621,0.580917289,0.753347806,0.759241072,0.863383461,0.172615522,0.365580566,0.757706017,0.815657398,0.904040865,1.009562163
shg,0.358396262,0.834063941,0.372394965,0.315798063,0.037171338,0.325846898,0.218719182,0.092748686,0.439889048,0.670749711,0.181675061,0.286171451
